_id,author_name,cover_type,name,num_page,price,provider,publisher,release_year,size,url,weight
629cf7ab56a95be487d008fb,DK,Bìa mềm,"Under your feet - Dưới đôi bàn chân bạn - Đất, cát và ti tỉ thứ dưới lòng đất",,129.000,Đinh Tị Books,Hà Nội,2021, (cm),https://book365.vn/sach/1150045_under-your-feet-duoi-doi.html,500 (g)
629cf7ab56a95be487d00909,Aesop,Bìa cứng,Truyện Ngụ Ngôn E Dốp,88,98.000,Liên Việt Books,Văn học,2017,"19x26,5 (cm)",https://book365.vn/sach/19118_truyen-ngu-ngon-e-dop.html,300 (g)
629cf7ab56a95be487d0090c,"Joanne Taylore-Knowles, Steve Taylore-Knowles, Mickey Rogers",Bìa mềm,OpenMind 1: Student Book,,100.000,Công ty sách CDIMEX,MacMillan,2010, (cm),https://book365.vn/sach/1144241_openmind-1-student-book.html,35 (g)
629cf7ab56a95be487d00916,Murray Eldridge,Bìa mềm,Hiệu suất đỉnh cao,304,130.000,Saigon Books,Thế Giới,2019,20x15x3 (cm),https://book365.vn/sach/576262_hieu-suat-dinh-cao.html,380 (g)
629cf7ab56a95be487d00902,Alan Skinner,Bìa mềm,Sự Thật Về Hòn Đá Phù Thủy,416,98.000,FIRST NEWS,NXB Tổng Hợp TPHCM,,25x20x4 (cm),https://book365.vn/sach/1161580_su-that-ve-hon-da-phu.html,400 (g)
629cf7ab56a95be487d00900,Vũ Minh Khương,Bìa mềm,"Hãy trỗi dậy, Việt Nam! Let's rise, Vietnam!",588,190.000,Nhà xuất bản Tri thức,Tri thức,2020, (cm),https://book365.vn/sach/450547_hay-troi-day-viet-nam-.html,600 (g)
629cf7ab56a95be487d0090b,Anàlayo,Bìa mềm,Từ Bi Và Tính Không Trong Tư Tưởng Phật Giáo Sơ Kỳ,400,148.000,Liên Việt Books,Hồng Đức,,21x13.5x1 (cm),https://book365.vn/sach/1149420_tu-bi-va-tinh-khong-trong.html,400 (g)
629cf7ab56a95be487d00904,Sumie Ishii,Bìa mềm,Tư Duy Theo Khổ Giấy A3,,68.000,FIRST NEWS,NXB Tổng Hợp TPHCM,,25x20x3 (cm),https://book365.vn/sach/1162667_tu-duy-theo-kho-giay-a3.html,300 (g)
629cf7ab56a95be487d008fa,Dương Dương tuyển soạn,Bìa mềm,Nguyên Hồng tuyển tập,312,62.000,Liên Việt Books,Văn Học,,20.5x13x1 (cm),https://book365.vn/sach/1162611_nguyen-hong-tuyen-tap.html,300 (g)
629cf7ab56a95be487d00910,Anam Thubten,Bìa mềm,Sống an lạc trong từng khoảnh khắc,184,76.000,Liên Việt Books,Hồng Đức,2018,21x13.5x2 (cm),https://book365.vn/sach/892447_song-an-lac-trong-tung-khoanh.html,200 (g)
629cf7ab56a95be487d008fd,KARYL MCBRIDE,Bìa mềm,Liệu Tôi Có Bao Giờ Đủ Tốt,276,149.000,MaiHaBooks,	Nhà Xuất Bản Phụ Nữ Việt Nam,2022,16x24x3 (cm),https://book365.vn/sach/1155263_lieu-toi-co-bao-gio-du.html,1000 (g)
629cf7ab56a95be487d00914,Thi Nại Am,Bìa mềm,TRUYỆN TRANH LIÊN HOÀN HỌA THỦY HỬ TRỌN BỘ 20 QUYỂN,,968.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,văn học,2022, (cm),https://book365.vn/sach/1141088_truyen-tranh-lien-hoan-hoa.html,2500 (g)
629cf7ab56a95be487d008f9,HOCMAIBOOK,Bìa mềm,"Sổ tay kế hoạch học tập, Study Planner - Dập tắt lười biếng Thăng hạng bảng điểm",,24.000,Hocmaibook,HOCMAIBOOK,,Hocmaibook,https://book365.vn/sach/1138739_so-tay-ke-hoach-hoc-tap.html,200 (g)
629cf7ab56a95be487d00905,Nhiều tác giả,Bìa mềm,Combo 3 cuốn Bé Làm Quen Tiếng Anh,,165.000,Công ty CP Văn hóa Đông A,Dân trí,, (cm),https://book365.vn/sach/1200992_combo-3-cuon-be-lam-quen-tieng.html,300 (g)
629cf7ab56a95be487d008f8,Romi Neustadt,Bìa mềm,Chốt DEAL thành công: Bí quyết trở thành người bán hàng xuất sắc,304,120.000,Saigon Books,Thế Giới,2019,20x15x3 (cm),https://book365.vn/sach/556708_chot-deal-thanh-cong-bi-quyet.html,380 (g)
629cf7ab56a95be487d008ff,Maya Angelou,Bìa mềm,Sách - TÔI BIẾT TẠI SAO CHIM TRONG LỒNG VẪN HÓT (I Know Why the Caged Bird Sings),348,186.000,BestBooks Store,Văn Học,2021,24x15.5x3 (cm),https://book365.vn/sach/426396_sach-toi-biet-tai-sao-chim.html,450 (g)
629cf7ab56a95be487d00901,Hồng Thanh - Nguyễn Thị Vi Khanh,Bìa mềm,Cùng con trưởng thành - Đánh thức bộ não của con,132,80.000,Liên Việt Books,Văn học,2020,16x24 (cm),https://book365.vn/sach/19183_cung-con-truong-thanh-danh.html,250 (g)
629cf7ab56a95be487d00920,Emma Donoghue,Bìa mềm,Căn Phòng Khóa,488,146.000,FIRST NEWS,NXB Văn Học,2021,25x20x6 (cm),https://book365.vn/sach/1161555_can-phong-khoa.html,600 (g)
629cf7ab56a95be487d0093b,Anthony Louis,Bìa mềm,SÁCH - Tổng quan về Tarot - Tác giả Anthony Louis,284,350.000,Saigon Books,Thế Giới,2021,20x30x5 (cm),https://book365.vn/sach/1141132_sach-tong-quan-ve-tarot.html,1200 (g)
629cf7ab56a95be487d00955,GS.TS. Hồ Hữu Lương - Giảng Viên Cao Cấp,Bìa mềm,Đau thắt lưng và thoát vị đĩa đệm,252,68.000,Mr.,Y học,2020, (cm),https://book365.vn/sach/417568_dau-that-lung-va-thoat-vi.html,110 (g)
629cf7ab56a95be487d00958,"Tác giả: Mensa

Dịch giả: Hoài Nha",Bìa mềm,300 câu đố tư duy của sinh viên trường Đại học Harvard,232,108.000,Công ty CP Văn hóa Đông A,Dân trí,2020, (cm),https://book365.vn/sach/421050_300-cau-do-tu-duy-cua-sinh.html,500 (g)
629cf7ab56a95be487d00964,Makoto Shichida,Bìa mềm,Bí Ẩn Của Não Phải,223,98.000,FIRST NEWS,NXB Thế Giới,2020,25x20x5 (cm),https://book365.vn/sach/1108201_bi-an-cua-nao-phai.html,300 (g)
629cf7ab56a95be487d00969,2.1/2 bạn tốt,Bìa mềm,100 Việc Nên Làm Trước Tuổi 20,160,55.000,Minh Long Book,Phụ nữ,2018,17x23 (cm),https://book365.vn/sach/19352_100-viec-nen-lam-truoc-tuoi.html,290 (g)
629cf7ab56a95be487d0098a,David R. Hawkins,Bìa mềm,"Power vs force - Trường năng lượng và những nhân tố quyết định tinh thần, sức khoẻ con người",398,179.000,Thái Hà Books,Thế Giới,2020, (cm),https://book365.vn/sach/413225_power-vs-force-truong-nang.html,500 (g)
629cf7ab56a95be487d00993,Osho,Bìa mềm,OSHO - Can Đảm Là Chính Mình Trong Thế Giới Hiểm Nguy,192,88.000,Wiselands,NXB Thế Giới,2020, (cm),https://book365.vn/sach/1142724_osho-can-dam-la-chinh-minh.html,200 (g)
629cf7ab56a95be487d009a5,Đại Sư Hám Sơn,Bìa mềm,Đường Mây Trong Cõi Mộng,448,148.000,Wiselands,NXB Tổng Hợp TPHCM,2020, (cm),https://book365.vn/sach/1142642_duong-may-trong-coi-mong.html,450 (g)
629cf7ab56a95be487d009a9,Stieg Larsson,Bìa mềm,Cô gái chọc tổ ong bầu TB,700,154.000,Nhà xuất bản Phụ nữ Việt Nam,Phụ nữ,2016, (cm),https://book365.vn/sach/1112279_co-gai-choc-to-ong-bau.html,750 (g)
629cf7ab56a95be487d009af,Robin Sharma - Dương Thuỳ Dung dịch,Bìa mềm,365 ngày thong dong,422,150.000,Nhà xuất bản Trẻ,Trẻ,2020, (cm),https://book365.vn/sach/1071841_365-ngay-thong-dong.html,400 (g)
629cf7ab56a95be487d009f6,Trường Đại Học Y Hà Nội - Bộ Môn Ngoại - Chủ Biên: PGS.TS. Đoàn Quốc Hưng - GS.TS. Trần Trung Dũng,Bìa mềm,Bệnh học ngoại khoa chấn thương chỉnh hình,552,435.000,Mr.,Y học,2021, (cm),https://book365.vn/sach/575377_benh-hoc-ngoai-khoa-chan.html,1100 (g)
629cf7ab56a95be487d009f9,Trường Đại học Y Hà Nội - Bộ môn miễn dịch - Sinh lý bệnh,Bìa mềm,Sinh lý bệnh học,472,115.000,Mr.,Y học,2021, (cm),https://book365.vn/sach/480684_sinh-ly-benh-hoc.html,900 (g)
629cf7ab56a95be487d00a33,Dương Vũ,Bìa mềm,Thuật Dùng Người Quyết Định Thành Công,284,108.000,Liên Việt Books,Văn học,2017,24x16x1 (cm),https://book365.vn/sach/19126_thuat-dung-nguoi-quyet.html,300 (g)
629cf7ab56a95be487d00a39,Nhiều Tác Giả,Bìa mềm,Bác sĩ tốt nhất là chính mình 03: Những lời khuyên bổ ích cho sức khỏe,168,50.000,Wiselands,Trẻ,2020, (cm),https://book365.vn/sach/1142560_bac-si-tot-nhat-la-chinh.html,200 (g)
629cf7ab56a95be487d00a3d,Cục Hỗ trợ CNTT - Nhật Bản,Bìa mềm,Combo bộ sách Chuẩn kỹ năng CNTT cơ bản,,155.000,NXB Thông tin và Truyền thông,Thông tin và Truyền thông,2009, (cm),https://book365.vn/sach/890216_combo-bo-sach-chuan-ky-nang.html,1240 (g)
629cf7ab56a95be487d00a61,Tác giả: Lan Lăng Tiếu Tiếu sinh/ Dịch giả: Nguyễn Quốc Hùng/ Minh họa: Đới Đôn Bang,Bìa mềm,Kim Bình Mai,1536,390.000,Công ty CP Văn hóa Đông A,Văn học,, (cm),https://book365.vn/sach/890220_kim-binh-mai.html,1500 (g)
629cf7ab56a95be487d00a67,Donald J Trump,Bìa mềm,Nghĩ Lớn Để Thành Công,351,128.000,Wiselands,NXB Tổng Hợp TPHCM,2019, (cm),https://book365.vn/sach/1142708_nghi-lon-de-thanh-cong.html,380 (g)
629cf7ab56a95be487d00a6e,Vladimir Levshin,Bìa mềm,Thuyền trưởng đơn vị,156,118.000,NXB Kim Đồng,Kim Đồng,2019,17x26 cm (cm),https://book365.vn/sach/20474_thuyen-truong-don-vi.html,305 (g)
629cf7ab56a95be487d00a71,Hồng Thanh - Nguyễn Thị Vi Khanh,Bìa mềm,Càng hỏi càng thông minh,116,46.000,Liên Việt Books,Văn học,2019,16x24 (cm),https://book365.vn/sach/19178_cang-hoi-cang-thong-minh.html,250 (g)
629cf7ab56a95be487d00a8c,Etsuko Shimizu,Bìa mềm,Con tròn giấc đêm mẹ thêm hạnh phúc,218,89.000,Hải Đăng Books,Phụ nữ,2018,19x13x2 (cm),https://book365.vn/sach/441467_con-tron-giac-dem-me-them.html,400 (g)
629cf7ab56a95be487d00a9b,DK,Bìa mềm,Những điều sách giáo khoa không dạy bạn - Khoa học,68,89.000,Wiselands,Hội nhà văn,2019, (cm),https://book365.vn/sach/1142799_nhung-dieu-sach-giao-khoa.html,200 (g)
629cf7ab56a95be487d00aa8,Isabelle Fougère,Bìa mềm,Hỏi đáp cùng em - Lại là các câu hỏi vì sao,108,219.000,Wiselands,Tiếp tục,2020, (cm),https://book365.vn/sach/1142863_hoi-dap-cung-em-lai-la.html,400 (g)
629cf7ab56a95be487d00abd,National Geogaphic,Bìa mềm,Bách khoa thư khoa học,303,359.000,Wiselands,Dân Trí,2020, (cm),https://book365.vn/sach/1142783_bach-khoa-thu-khoa-hoc.html,350 (g)
629cf7ab56a95be487d00919,Jean de La Fontaine,Bìa cứng,Truyện Ngụ Ngôn La Fontaine,88,98.000,Liên Việt Books,Văn học,2017,"19x26,5 (cm)",https://book365.vn/sach/19117_truyen-ngu-ngon-la-fontaine.html,300 (g)
629cf7ab56a95be487d00922,Nguyễn Thị Phương,Bìa mềm,Hành trình kỳ diệu,,100.000,Nhà xuất bản Nghệ An,Nghệ An,2017, (cm),https://book365.vn/sach/1150502_hanh-trinh-ky-dieu.html,200 (g)
629cf7ab56a95be487d00924,Hoa Sơn,Bìa mềm,Những Mẩu Chuyện Hài Hước Trong Xử Thế Của Người Do Thái,200,73.000,Liên Việt Books,Lao động,,21x13.5x1 (cm),https://book365.vn/sach/1149513_nhung-mau-chuyen-hai-huoc.html,300 (g)
629cf7ab56a95be487d0092a,Trần Thanh Cảnh,Bìa mềm,Trần Quốc Tuấn ( Tiểu Thuyết Lịch Sử,224,139.000,BestBooks Store,Hội nhà văn,2021,24x15x2 (cm),https://book365.vn/sach/1109463_tran-quoc-tuan-(-tieu-thuyet.html,500 (g)
629cf7ab56a95be487d00946,Robert T Kiyosaki,Bìa mềm,Giàu có hạnh phúc không chỉ qua trường học,212,65.000,Wiselands,Trẻ,2020, (cm),https://book365.vn/sach/1142580_giau-co-hanh-phuc-khong-chi.html,220 (g)
629cf7ab56a95be487d0095c,TTƯT.LY.DSCKII. Nguyễn Đức Đoàn,Bìa mềm,Vận dụng đông y chữa một số bệnh thường gặp trong gia đình - Tập 4,240,80.000,Mr.,Y học,2016, (cm),https://book365.vn/sach/480592_van-dung-dong-y-chua-mot.html,100 (g)
629cf7ab56a95be487d00960,Ocean Vuong,Bìa mềm,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,304,135.000,Wiselands,Hội Nhà Văn,2021, (cm),https://book365.vn/sach/1150637_mot-thoang-ta-ruc-ro-o.html,500 (g)
629cf7ab56a95be487d00970,Sean Covey,Bìa mềm,7 Thói Quen Để Trẻ Hạnh Phúc (Song Ngữ Anh - Việt),112,128.000,FIRST NEWS,NXB Tổng hợp TP.HCM,2020,25x20x3 (cm),https://book365.vn/sach/1027910_7-thoi-quen-de-tre-hanh.html,300 (g)
629cf7ab56a95be487d0097d,TTƯT.LY.DSCKII. Nguyễn Đức Đoàn,Bìa mềm,Vận dụng đông y chữa một số bệnh thường gặp trong gia đình - Tập III,204,60.000,Mr.,Y học,2014, (cm),https://book365.vn/sach/480590_van-dung-dong-y-chua-mot.html,100 (g)
629cf7ab56a95be487d009b3,Trần Đình Hoành,Bìa mềm,10 giá trị cốt lõi của thành công TB,252,79.000,Nhà xuất bản Phụ nữ Việt Nam,Phụ nữ,2015, (cm),https://book365.vn/sach/1112159_10-gia-tri-cot-loi-cua.html,400 (g)
629cf7ab56a95be487d009b8,Namaste Publishing,Bìa mềm,Làm cha mẹ tỉnh thức,312,139.000,Thái Hà Books,Lao Động,2020, (cm),https://book365.vn/sach/417263_lam-cha-me-tinh-thuc.html,500 (g)
629cf7ab56a95be487d009c1,Lauren A. Rothman - Nguyễn Thanh Huyền dịch,Bìa mềm,Kinh Thánh về phong cách,380,120.000,Nhà xuất bản Trẻ,Trẻ,2019, (cm),https://book365.vn/sach/421224_kinh-thanh-ve-phong-cach.html,300 (g)
629cf7ab56a95be487d009dc,"Michael Greger &amp; Gene Stone - Hoàng Nữ Minh Nguyệt, Công Huyền Tôn Nữ Thùy Trang dịch - Xuân Nguyễn hiệu đính",Bìa mềm,Ăn gì không chết - Sức mạnh chữa lành của thực phẩm,774,295.000,Nhà xuất bản Trẻ,Trẻ,2018, (cm),https://book365.vn/sach/421112_an-gi-khong-chet-suc-manh.html,300 (g)
629cf7ab56a95be487d009ed,TTƯT.LY.DSCKII. Nguyễn Đức Đoàn,Bìa mềm,Nam y nghiệm phương,946,340.000,Mr.,Y học,2018, (cm),https://book365.vn/sach/480152_nam-y-nghiem-phuong.html,1300 (g)
629cf7ab56a95be487d00a06,Jeff Keller,Bìa mềm,Thay Thái Độ Đổi Cuộc Đời 2,208,74.000,Wiselands,NXB Tổng Hợp TPHCM,2020, (cm),https://book365.vn/sach/1142758_thay-thai-do-doi-cuoc.html,220 (g)
629cf7ab56a95be487d00a23,Martin Lisboa,Bìa mềm,IELTS Express (2 Ed.) Inter: Workbook with Audio,,280.000,Công ty sách CDIMEX,"Cengage Learning, Inc",2012, (cm),https://book365.vn/sach/1144011_ielts-express-(2-ed)-inter-workbook.html,352 (g)
629cf7ab56a95be487d00a51,Đức Long,Bìa mềm,Học và thi tốt TOEFL trong 6 bước,408,124.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,Thanh Niên,2016,16x24 (cm),https://book365.vn/sach/132715_hoc-va-thi-tot-toefl-trong.html,400 (g)
629cf7ab56a95be487d00a5a,Bích Hằng,Bìa mềm,Từ điển đồng âm Tiếng Việt (Dành cho học sinh),372,60.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,Tiếp tục,2019,11x18 (cm),https://book365.vn/sach/124001_tu-dien-dong-am-tieng.html,300 (g)
629cf7ab56a95be487d00a68,Nhiều Tác Giả,Bìa mềm,Hạt Giống Tâm Hồn 15,151,64.000,Wiselands,NXB Tổng Hợp TPHCM,2020, (cm),https://book365.vn/sach/1142660_hat-giong-tam-hon-15.html,200 (g)
629cf7ab56a95be487d00a74,TTPH,Bìa mềm,Miếng ghép hình Thế giới,1,68.000,Nhà xuất bản Tài nguyên - Môi trường và Bản đồ Việt Nam,Tài nguyên Môi trường &amp; Bản đồ Việt Nam,2016, (cm),https://book365.vn/sach/446892_mieng-ghep-hinh-the-gioi.html,200 (g)
629cf7ab56a95be487d00a9a,Nguyễn Thị Vi Khanh,Bìa mềm,"Tôi rất hiểu lễ nghĩa, còn bạn thì sao?",75,42.000,Liên Việt Books,Văn học,2016,16x24 (cm),https://book365.vn/sach/19187_toi-rat-hieu-le-nghia.html,180 (g)
629cf7ab56a95be487d00ad0,Ernest Hemingway (Lê Huy Bắc dịch),Bìa mềm,Ông già và biển cả,114,40.000,Panda Books,Văn học,2018, (cm),https://book365.vn/sach/417823_ong-gia-va-bien-ca.html,200 (g)
629cf7ab56a95be487d00adb,Triệu Thị Chơi,Bìa mềm,Các món ăn khẩu vị phương tây,160,42.000,Nhà xuất bản Phụ nữ Việt Nam,Phụ nữ,2017, (cm),https://book365.vn/sach/1110638_cac-mon-an-khau-vi-phuong.html,200 (g)
629cf7ab56a95be487d00ae4,Nhiều tác giả;,Bìa mềm,Ai Làm Nhiễm Bẩn Thực Phẩm Của Tôi,278,98.000,Công ty Cổ phần Tri thức Văn hóa Sách Việt Nam - Vinabook JSC,Hồng Đức,2019,"13 x 20,5 (cm)",https://book365.vn/sach/242207_ai-lam-nhiem-ban-thuc-pham.html,331 (g)
629cf7ab56a95be487d0091c,Nguyễn Hồng,Bìa mềm,Sức Bật Cho Thế Hệ Mới,460,135.000,Nhà xuất bản Tri thức,Tri thức,2017, (cm),https://book365.vn/sach/482849_suc-bat-cho-the-he-moi.html,650 (g)
629cf7ab56a95be487d0091e,Nhiều tác giả,Bìa mềm,Phong Cách Làm Việc Nơi Công Sở,136,40.000,FIRST NEWS,NXB Phụ Nữ,,25x20x3 (cm),https://book365.vn/sach/1162656_phong-cach-lam-viec-noi-cong.html,300 (g)
629cf7ab56a95be487d00925,Anna Akana,Bìa mềm,Bao Điều Muốn Nói Cùng Em,214,83.000,Liên Việt Books,NXB Hồng Đức,2019,21x13.5x1 (cm),https://book365.vn/sach/1149461_bao-dieu-muon-noi-cung-em.html,240 (g)
629cf7ab56a95be487d00935,"Matthew Wride , Tracy Maylett",Bìa mềm,Trải nghiệm nhân viên,228,130.000,Saigon Books,Thế Giới,,20x15x3 (cm),https://book365.vn/sach/556713_trai-nghiem-nhan-vien.html,400 (g)
629cf7ab56a95be487d0096e,Nguyên Phong,Bìa mềm,Bên Rặng Tuyết Sơn,216,118.000,FIRST NEWS,Thế Giới,2021, (cm),https://book365.vn/sach/1010170_ben-rang-tuyet-son.html,500 (g)
629cf7ab56a95be487d00975,"TS Sally J.Rogers-TS Geraldine Dawson-TS Laurie A. Vismara - GS Nguyễn Thanh Liêm tổ chức bản thảo, Bạch Thu Phương dịch, BS Bùi",Bìa mềm,Can thiệp sớm cho trẻ tự kỷ,618,160.000,Nhà xuất bản Trẻ,Trẻ,2021, (cm),https://book365.vn/sach/421382_can-thiep-som-cho-tre-tu.html,500 (g)
629cf7ab56a95be487d00995,Ilse Sand ,Bìa mềm,Người nhạy cảm trong thế giới vô cảm ,232,85.000,Thái Hà Books,Lao Động,2021, (cm),https://book365.vn/sach/417251_nguoi-nhay-cam-trong-the.html,500 (g)
629cf7ab56a95be487d00997,"John Blofeld, Nguyên Phong",Bìa mềm,NGỌC SÁNG TRONG HOA SEN,368,128.000,FIRST NEWS,NXB Hồng Đức,2019, (cm),https://book365.vn/sach/1040180_ngoc-sang-trong-hoa-sen.html,300 (g)
629cf7ab56a95be487d009a3,"Nguyên Phong, Đại sư Hám Sơn, Thích Hằng Đạt",Bìa mềm,ĐƯỜNG MÂY TRONG CÕI MỘNG,448,148.000,FIRST NEWS,NXB Tổng hợp TP.HCM,2020,14.5x20.5x3 (cm),https://book365.vn/sach/1027218_duong-may-trong-coi-mong.html,400 (g)
629cf7ab56a95be487d009b4,Fareed Zakaria,Bìa mềm,10 BÀI HỌC CHO THẾ GIỚI HẬU ĐẠI DỊCH.,320,190.000,Nhà xuất bản Trẻ,Trẻ,2021, (cm),https://book365.vn/sach/1108007_10-bai-hoc-cho-the-gioi.html,200 (g)
629cf7ab56a95be487d009b5,"Dan Sullivan , Catherine Nomura",Bìa mềm,10 QUY LUẬT CUỘC SỐNG,128,48.000,FIRST NEWS,NXB Tổng Hợp Tp.HCM,2019,21x13x3 (cm),https://book365.vn/sach/1027006_10-quy-luat-cuoc-song.html,300 (g)
629cf7ab56a95be487d009b6,Vương Học Điền,Bìa mềm,Rau Củ Chữa Bệnh,112,98.000,FIRST NEWS,NXB Phụ Nữ,2019,30x25x4 (cm),https://book365.vn/sach/1108818_rau-cu-chua-benh.html,400 (g)
629cf7ab56a95be487d009b9,Thôi Hiểu Lệ,Bìa mềm,Kỵ Và Hợp Trong Ăn Uống,112,118.000,FIRST NEWS,NXB Phụ Nữ,2020,30x25x4 (cm),https://book365.vn/sach/1108709_ky-va-hop-trong-an-uong.html,400 (g)
629cf7ab56a95be487d009c0,Nguyễn Thị Thu Hà,Bìa mềm,Kỷ luật bàn ăn - Dinh dưỡng cân bằng,304,219.000,Thái Hà Books,Lao Động,2020, (cm),https://book365.vn/sach/417255_ky-luat-ban-an-dinh-duong.html,700 (g)
629cf7ab56a95be487d009c2,Quách Tuấn Vinh,Bìa mềm,Huyết áp thấp những điều cần biết TB17,92,22.000,Nhà xuất bản Phụ nữ Việt Nam,Phụ nữ,2017, (cm),https://book365.vn/sach/1112447_huyet-ap-thap-nhung-dieu.html,150 (g)
629cf7ab56a95be487d009e5,Nhiều tác giả,Bìa mềm,1088 mẹo thông minh trong đời sống,528,125.000,Nhà xuất bản Phụ nữ Việt Nam,Phụ nữ,2015, (cm),https://book365.vn/sach/1110574_1088-meo-thong-minh-trong-doi.html,700 (g)
629cf7ab56a95be487d009f3,"Trường Đại Học Y Hà Nội - Các bộ môn nội - Chủ Biên: GS.TS. Ngô Quý Châu - Đồng Chủ Biên: PGS.TS. Đỗ Gia Tuyển, GS.TS. Ngô Quý C",Bìa mềm,Triệu chứng học nội khoa Tập 1,612,255.000,Mr.,Y học,2021, (cm),https://book365.vn/sach/417532_trieu-chung-hoc-noi-khoa.html,1300 (g)
629cf7ab56a95be487d009f7,GS.TS. Ngô Ngọc Liễn,Bìa mềm,Bệnh học Tai mũi họng - Đầu mặt cổ,586,235.000,Mr.,Y học,2019, (cm),https://book365.vn/sach/417550_benh-hoc-tai-mui-hong-.html,950 (g)
629cf7ab56a95be487d00a19,Buke Buke,Bìa mềm,Thắc mắc về vi khuẩn: Ai khiến tớ hắt xì?,28,25.000,Wiselands,Kim Đồng,2018, (cm),https://book365.vn/sach/1142819_thac-mac-ve-vi-khuan-ai.html,200 (g)
629cf7ab56a95be487d00a20,TS. Phạm Thị Hoa (Chủ biên ),Bìa mềm,Hỏi - Đáp Luật Tố Tụng Hình Sự Năm 2015,376,99.000,Nhà sách Dân Hiền,Tiếp tục,2018,"14,5x20,5 cm (cm)",https://book365.vn/sach/19491_hoi-dap-luat-to-tung.html,350 (g)
629cf7ab56a95be487d00a2d,Qanda Study,Bìa mềm,Binh pháp toán 12,,250.000,NXB Khoa học và Kỹ thuật,Khoa học và Kỹ thuật,2021, (cm),https://book365.vn/sach/1079797_binh-phap-toan-12.html,600 (g)
629cf7ab56a95be487d00a31,Mai Lan Chi,Bìa mềm,Cấu trúc câu tiếng Anh,272,99.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,Đồng Nai,2019,14x20 (cm),https://book365.vn/sach/123875_cau-truc-cau-tieng-anh.html,200 (g)
629cf7ab56a95be487d00a37,"Arianna Candell, Daniel Howarth",Bìa mềm,Peter Pan,36,30.000,NXB Kim Đồng,Kim Đồng,2020, (cm),https://book365.vn/sach/233371_peter-pan.html,95 (g)
629cf7ab56a95be487d00a47,Nhã Ân,Bìa mềm,120 Bài Luận Tiếng Anh,352,85.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,Hồng Đức,2018,14 x 20 (cm),https://book365.vn/sach/123863_120-bai-luan-tieng-anh.html,250 (g)
629cf7ab56a95be487d00a85,Cù Thanh Toàn,Bìa mềm,Bồi Dưỡng Học Sinh Giỏi Hóa Học 11 Tập 1 Vô Cơ,336,168.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,Thanh Hóa,2021, (cm),https://book365.vn/sach/1034865_boi-duong-hoc-sinh-gioi.html,400 (g)
629cf7ab56a95be487d00a87,Võ Thị Minh Trang,Bìa mềm,Chắp cánh cùng bé tập đánh vần Tiếng Việt,120,80.000,Công ty TNHH MTV Dịch Vụ Văn Hoá Khang Việt,ĐHQGHN,2020, (cm),https://book365.vn/sach/1029469_chap-canh-cung-be-tap-danh.html,400 (g)
629cf7ab56a95be487d00a97,Liesbet Slegers,Bìa mềm,Cuốn sách lớn rực rỡ về giáo viên,28,48.000,Wiselands,Hội nhà văn,2019, (cm),https://book365.vn/sach/1142805_cuon-sach-lon-ruc-ro-ve.html,200 (g)
629cf7ab56a95be487d00abc,Violeta Basic,Bìa mềm,Cẩm Nang Con Trai,136,68.000,Wiselands,NXB tổng hợp tp HCM,2021, (cm),https://book365.vn/sach/1142493_cam-nang-con-trai.html,150 (g)
629cf7ab56a95be487d00ad5,NGUYỄN ANH DŨNG,Bìa mềm,101 Ý TƯỞNG MARKETING TRONG BÁN HÀNG - Nguyễn Anh Dũng,240,138.000,Công ty CP SBooks,Nhà xuất bản Thế Giới,2020, (cm),https://book365.vn/sach/1011152_101-y-tuong-marketing-trong.html,120 (g)
629cf7ab56a95be487d00ae7,Bộ Y Tế,Bìa mềm,Hướng dẫn quy trình kỹ thuật khám bệnh chữa bệnh chuyên ngành ung bướu,880,356.000,Mr.,Y học,2015, (cm),https://book365.vn/sach/480627_huong-dan-quy-trinh-ky.html,1700 (g)
629cf7ab56a95be487d00907,Thomas Harris,Bìa mềm,Sự im lặng của bầy cừu,359,115.000,Wiselands,Văn học,2019, (cm),https://book365.vn/sach/1150667_su-im-lang-cua-bay-cuu.html,550 (g)
629cf7ab56a95be487d0090f,Stewart Blackburn,Bìa mềm,Những kỹ năng để sống hạnh phúc,280,98.000,Liên Việt Books,Thanh Hóa,2017,20.5x13.5x2 (cm),https://book365.vn/sach/850614_nhung-ky-nang-de-song.html,300 (g)
629cf7ab56a95be487d00912,Sydney Finkelstein,Bìa mềm,SUPERBOSSES - Tài đào tạo của siêu lãnh đạo,500,150.000,Saigon Books,Thế giới,2020,24x15x3 (cm),https://book365.vn/sach/887836_superbosses-tai-dao-tao.html,500 (g)
629cf7ab56a95be487d00930,"Esther Cameron , Mike Green",Bìa mềm,Cốt lõi về lãnh đạo: Phát triển phẩm chất lãnh đạo từ lý thuyết đến thực hành,304,200.000,Saigon Books,Thế Giới,2019,20x15x3 (cm),https://book365.vn/sach/556678_cot-loi-ve-lanh-dao-phat.html,380 (g)
