_id,author_name,cover_type,image_url,name,num_page,price,provider,publisher,release_year,size,url
629c96bceaed391bd553fd5d,Yoshito Usui,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_180961.jpg,Shin - Cậu Bé Bút Chì - Hoạt Hình Màu - Tập 31 (2019),196,40.0,Comedy,NXB Kim Đồng,2019,13 x 18,https://www.fahasa.com/shin-cau-be-but-chi-hoat-hinh-mau-tap-31-2019.html
629c96bceaed391bd553fd6e,Mine Yoshizaki,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/m/m/mmmmmmmmm.jpg,Quân Đoàn Ếch Xanh - Tập 06,184,40.0,Action,NXB Trẻ,2019,13 x 19,https://www.fahasa.com/quan-doan-ech-xanh-tap-06.html
629c96bceaed391bd553fd6f,"Mai Lan Hương, Hà Thanh Uyên",Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_183064.jpg,Sổ Tay Tiếng Anh - Lớp 6,120,25.0,Cấp 2,NXB Đà Nẵng,2018,12.5 x 18.5,https://www.fahasa.com/so-tay-tieng-anh-lop-6-236258.html
629c96bceaed391bd553fd7a,Mine Yoshizaki,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_184445.jpg,Quân Đoàn Ếch Xanh - Tập 08,184,40.0,Action,NXB Trẻ,2019,13 x 19,https://www.fahasa.com/quan-doan-ech-xanh-08.html
629c96bceaed391bd553fd89,Masato Fujisaki,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/8/9/8935244825244.jpg,Wild Life - Cuộc Sống Hoang Dã - Tập 8,200,20.0,Adventure,NXB Kim Đồng,2019,17.6 x 11.3 x 1.2 cm,https://www.fahasa.com/wild-life-cuoc-song-hoang-da-tap-8.html
629c96bceaed391bd553fd8c,Morita Kisetsu,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/b/_/b_a-di_t-slime-t6.jpg,"Diệt Slime Suốt 300 Năm, Tôi Levelmax Lúc Nào Chẳng Hay - Tập 6",400,105.0,Comedy,NXB Hà Nội,2019,13 x 18,https://www.fahasa.com/diet-slime-suot-300-nam-toi-levelmax-luc-nao-chang-hay-tap-6.html
629c96bceaed391bd553fd90,Trần Tiến Tự,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_187968.jpg,Giải Sách Bài Tập Toán 8 - Tập 2,176,56.0,Cấp 2,NXB Đà Nẵng,2018,16 x 24,https://www.fahasa.com/giai-sach-bai-tap-toan-8-tap-2.html
629c96bceaed391bd553fdc4,Nguyễn Xuân Nam,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_191528.jpg,Củng Cố Kiến Thức Luyện Giải Bài Tập Đại Số Toán 9,256,119.0,Cấp 2,NXB Đại Học Quốc Gia Hà Nội,2019,20.5 x 29.5,https://www.fahasa.com/cung-co-kien-thuc-luyen-giai-bai-tap-dai-so-toan-9.html
629c96bceaed391bd553fddf,Lưu Hoằng Trí,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195015.jpg,Bài Tập Tiếng Anh 8 (Không Đáp Án),212,82.0,Cấp 2,NXB Đại Học Quốc Gia Hà Nội,2019,19 x 27,https://www.fahasa.com/bai-tap-tieng-anh-8-khong-dap-an-251669.html
629c96bceaed391bd553fdf1,Nhiều Tác Giả,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_3694.jpg,"Luyện Viết Đúng, Viết Đẹp 2 - Tập 2",22,10.0,Cấp 1,NXB Thanh Hóa,2019,16 x 24,https://www.fahasa.com/luyen-viet-dung-viet-dep-2-tap-2.html
629c96bceaed391bd553fe0e,Võ THị Hoài Tâm,Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_5643.jpg,60 Đề Kiểm Tra Và Đề Thi Tiếng Việt 4,192,62.0,Cấp 1,NXB Đà Nẵng,2019,16 x 24 cm,https://www.fahasa.com/60-de-kiem-tra-va-de-thi-tieng-viet-4.html
629c96bceaed391bd553fe10,"Nguyễn Thị Kim Dung, Hồ Thị Vân Anh",Bìa Mềm,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_5649.jpg,Tập Làm Văn 5,136,45.0,Cấp 1,NXB Tổng Hợp TPHCM,2019,16 x 24 cm,https://www.fahasa.com/tap-lam-van-5-257990.html
